2,2595,"Tarimoro",,,,,"Guanajuato",,466,6641828,6641832,6641833,,,,
2,3716,"Jaral Del Progreso",,,,,"Guanajuato",,411,6610689,6611791,6611809,,,,
2,4168,"Juventino Rosas",,,,,"Guanajuato",,412,1577012,"157 7078","157 7121",,,,
2,1058,"Ciudad Hidalgo",,,,,"Michoacan",,786,1548651,1548662,1548667,0,,,
2,1236,"Atlacomulco",,,,,"Estado De Mexico",,712,1224719,1223712,1225155,1225386,,,
2,2240,"Santa Cruz",,,,,"Estado De Mexico",,722,2376254,2376051,0,0,,,
2,3043,"Zinacantepec",,,,,"Estado De Mexico",,722,2186289,1905026,1905197,1905639,,,
2,4017,"Toluca Aztecas",,,,,"Estado De Mexico",,722,2234356,2234358,2234375,0,,,
2,5850,"Zitácuaro",,,,,"Michoacan",,715,1567211,1567212,1567213,0,,,
2,1194,"Ixtlahuaca",,,,,"Estado De Mexico",,712,2837476,2837483,2837482,2837481,,,
2,1961,"Villa Victoria",,,,,"Estado De Mexico",,726,2516505,2516506,0,0,,,
2,2281,"Jesús Chaparro",,,,,"Estado De Mexico",,718,1260324,1260357,1260365,0,,,
2,2785,"Tenería",,,,,"Estado De Mexico",,712,1237689,1237690,1237691,0,,,
2,2823,"El Oro",,,,,"Estado De Mexico",,711,1251617,1251658,1251663,0,,,
2,3046,"Maravatio",,,,,"Michoacan",,447,4784274,4783952,4784630,4784616,,,
2,3150,"Capultitlán",,,,,"Estado De Mexico",,722,1980444,1981834,1983103,0,,,
2,3152,"San Pablo Autopan",,,,,"Estado De Mexico",,722,2717104,2968819,2969738,0,,,
2,1142,"Totoltepec",,,,,"Estado De Mexico",,722,1802115,1802116,1802117,,,,
2,1177,"Santiago Tianguistenco",,,,,"Estado De Mexico",,713,1339073,1339117,1339118,,,,
2,1428,"San Mateo Atenco",,,,,"Estado De Mexico",,728,2882700,2882779,2882789,,,,
2,2141,"Xonacatlán",,,,,"Estado De Mexico",,719,2864362,2864337,2864339,,,,
2,2221,"Alpinismo",,,,,"Estado De Mexico",,722,2742815,2743931,2743962,,,,
2,2873,"Dimas",,,,,"Estado De Mexico",,717,1324241,1324238,1324240,,,,
2,3725,"Toluca Pilares",,,,,"Estado De Mexico",,722,2759655,2759656,2759657,,,,
2,1714,"16 De Septiembre",,,,,"Estado De Mexico",,721,1432514,1433359,1433379,,,,
2,1979,"Tenango",,,,,"Estado De Mexico",,717,1444247,1444308,1444311,,,,
2,2783,"Villa Guerrero",,,,,"Estado De Mexico",,714,1461428,1461456,1461513,,,,
2,3151,"San Andrés Cuexcontitlán",,,,,"Estado De Mexico",,722,1797011,1797080,1797081,,,,
2,3411,"Coatepec Harinas",,,,,"Estado De Mexico",,723,1452954,1452953,,,,,
2,1496,"El Molinito",,,,,"Estado De Mexico",,55,53008137,53008002,53008074,,,,
2,1559,"San Mateo Nopala",,,,,"Estado De Mexico",,55,53442305,53442308,53442309,53442353,,,
2,2525,"Río Hondo",,,,,"Estado De Mexico",,55,53014264,53014289,53014337,,,,
2,3755,"Tacubaya",,,,,"Df",,55,52720551,52711315,52711688,,,,
2,3766,"La Viga",,,,,"Df",,55,55527100,55527033,55527055,,,,
2,3771,"Plaza Churubusco",,,,,"Df",,55,56505887,56490074,56496630,,,,
2,3782,"Centenario",,,,,"Df",,55,56606161,56600124,56601120,56606056,,,
2,3784,"1° De Mayo",,,,,"Estado De Mexico",,55,53586032,53586062,53586120,,,,
2,3786,"Santa Fe",,,,,"Df",,55,52572245,52572247,52572248,52572249,,,
2,3803,"Observatorio",,,,,"Df",,55,55162155,55161832,55160786,55162155,,,
